"details","Date","Team","Acquired","Relinquished","Notes","week_num","nfl_year","Field","ACL","MCL","ankle","foot","toe","concussion","lower","upper"
"pectoral muscle ","2016-12-06","Lions",""," Quandre Diggs","placed on IR with pectoral muscle injury","14",2016,"Turf",0,0,0,0,0,0,0,1
"pectoral muscle ","2015-11-03","Buccaneers",""," Clinton McDonald","placed on IR with pectoral muscle injury","9",2015,"Grass",0,0,0,0,0,0,0,1
"pectoral muscle ","2016-12-28","Buccaneers",""," Charles Sims III","placed on IR with pectoral muscle injury","17",2016,"Grass",0,0,0,0,0,0,0,1
"pectoral muscle ","2016-11-19","Steelers",""," Cameron Heyward / Cam Heyward","placed on IR with pectoral muscle injury","11",2016,"Grass",0,0,0,0,0,0,0,1
"pectoral muscle ","2017-08-17","Jets",""," Doug Middleton","placed on IR with pectoral muscle injury","Offseason",2017,"Turf",0,0,0,0,0,0,0,1
"pectoral muscle ","2016-08-17","Cowboys",""," Gerald Dixon Jr.","placed on IR with pectoral muscle injury","Offseason",2016,"Turf",0,0,0,0,0,0,0,1
"pectoral muscle ","2017-09-19","Jaguars",""," (Benjamin) Michael Bennett","placed on IR with pectoral muscle injury","3",2017,"Grass",0,0,0,0,0,0,0,1
"pectoral muscle ","2017-08-17","Lions",""," Brandon Copeland (b. 1991-07-02)","placed on IR with pectoral muscle injury","Offseason",2017,"Turf",0,0,0,0,0,0,0,1
"pectoral muscle ","2017-12-16","Bengals",""," T.J. Johnson","placed on IR with pectoral muscle injury","15",2017,"Turf",0,0,0,0,0,0,0,1
"pectoral muscle ","2017-12-26","Cardinals",""," Antoine Bethea","placed on IR with pectoral muscle injury","17",2017,"Grass",0,0,0,0,0,0,0,1
"pectoral muscle ","2017-09-04","Falcons",""," LaRoy Reynolds","placed on IR with pectoral muscle injury","Offseason",2017,"Turf",0,0,0,0,0,0,0,1
"pectoral muscle ","2018-08-20","Broncos",""," Menelik Watson","placed on IR with pectoral muscle injury","Offseason",2018,"Grass",0,0,0,0,0,0,0,1
"pectoral muscle ","2017-09-12","Bears",""," Jerrell Freeman","placed on IR with pectoral muscle injury, concussion","2",2017,"Grass",0,0,0,0,0,0,0,1
"pectoral muscle ","2018-10-23","Chiefs",""," Jordan Devey","placed on IR with pectoral muscle injury","8",2018,"Grass",0,0,0,0,0,0,0,1
"pectoral muscle ","2019-08-31","Rams",""," Micah Kiser","placed on IR with pectoral muscle injury","Offseason",2019,"Turf",0,0,0,0,0,0,0,1
"pectoral muscle ","2019-09-02","Cowboys",""," Connor McGovern (b. 1997-11-03)","placed on IR with pectoral muscle injury","Offseason",2019,"Turf",0,0,0,0,0,0,0,1
"pelvic fracture","2020-12-16","Texans",""," Brandon Dunn","placed on IR with pelvic fracture","15",2020,"Grass",0,0,0,0,0,0,0,0
"pelvis ","2020-09-07","Cowboys",""," Sean Lee","placed on IR with pelvis injury / sports hernia","Offseason",2020,"Turf",0,0,0,0,0,0,0,0
"plantar fasciitis in foot","2015-09-29","Washington",""," Justin Rogers (b)","placed on IR with plantar fasciitis in foot","4",2015,"Grass",0,0,0,1,0,0,1,0
"quadriceps ","2015-11-30","Bills",""," Alex Carrington","placed on IR with quadriceps injury","12",2015,"Turf",0,0,0,0,0,0,1,0
"quadriceps ","2016-09-15","Cardinals",""," Lamar Louis","placed on IR with quadriceps injury","2",2016,"Grass",0,0,0,0,0,0,1,0
"quadriceps ","2021-12-11","Jets",""," Elijah Moore","placed on IR with quadriceps injury","14",2021,"Turf",0,0,0,0,0,0,1,0
"quadriceps ","2016-08-18","Jaguars",""," Jonas Gray","placed on IR with quadriceps injury","Offseason",2016,"Grass",0,0,0,0,0,0,1,0
"quadriceps ","2019-09-11","Chargers",""," Trevor Williams","placed on IR with quadriceps injury","2",2019,"Turf",0,0,0,0,0,0,1,0
"quadriceps ","2021-10-26","Dolphins",""," Malcolm Brown","placed on IR with quadriceps injury","8",2021,"Grass",0,0,0,0,0,0,1,0
"quadriceps ","2021-12-20","Giants",""," Sterling Shepard","placed on IR with quadriceps injury / torn left Achilles","15",2021,"Turf",0,0,0,0,0,0,1,0
"quadriceps ","2021-08-24","Bears",""," Jordan Lucas","placed on IR with quadriceps injury","Offseason",2021,"Grass",0,0,0,0,0,0,1,0
"quadriceps ","2021-10-08","Titans",""," Racey McMath","placed on IR with quadriceps injury","5",2021,"Grass",0,0,0,0,0,0,1,0
"quadriceps ","2021-09-18","Raiders",""," Marcus Mariota","placed on IR with quadriceps injury","2",2021,"Grass",0,0,0,0,0,0,1,0
"quadriceps ","2019-08-28","Bears",""," T.J. Clemmings","placed on IR with quadriceps injury","Offseason",2019,"Grass",0,0,0,0,0,0,1,0
"quadriceps ","2018-05-23","Washington",""," Arie Kouandjio","placed on IR with quadriceps injury","Offseason",2018,"Grass",0,0,0,0,0,0,1,0
"quadriceps ","2019-08-17","Texans",""," Jermaine Kelly","placed on IR with quadriceps injury","Offseason",2019,"Grass",0,0,0,0,0,0,1,0
"quadriceps ","2020-05-06","Jets",""," Kyron Brown","placed on reserve/physically unable to perform list with quadriceps injury","Offseason",2020,"Turf",0,0,0,0,0,0,1,0
"quadriceps ","2019-10-17","Chargers",""," Travis Benjamin","placed on IR with quadriceps injury","7",2019,"Turf",0,0,0,0,0,0,1,0
"quadriceps ","2020-10-12","Bills",""," Del'Shawn Phillips","placed on IR with quadriceps injury","5",2020,"Turf",0,0,0,0,0,0,1,0
"quadriceps ","2021-09-02","Broncos",""," Mike Boone","placed on IR with quadriceps injury","Offseason",2021,"Grass",0,0,0,0,0,0,1,0
"quadriceps ","2018-10-09","Texans",""," Kayvon Webster","placed on IR with quadriceps injury","6",2018,"Grass",0,0,0,0,0,0,1,0
"quadriceps ","2022-01-07","Jets",""," Braxton Berrios","placed on IR with quadriceps injury","18",2021,"Turf",0,0,0,0,0,0,1,0
"quadriceps ","2018-12-14","Jaguars",""," Leon Jacobs","placed on IR with quadriceps injury","15",2018,"Grass",0,0,0,0,0,0,1,0
"quadriceps ","2016-12-28","Washington",""," Donte Whitner","placed on IR with quadriceps injury","17",2016,"Grass",0,0,0,0,0,0,1,0
"quadriceps ","2017-09-02","Washington",""," Phil Taylor","placed on IR with quadriceps injury","Offseason",2017,"Grass",0,0,0,0,0,0,1,0
"quadriceps ","2021-08-23","Browns",""," Cody Parkey","placed on IR with quadriceps injury","Offseason",2021,"Grass",0,0,0,0,0,0,1,0
"quadriceps ","2017-10-03","Colts",""," Deyshawn Bond","placed on IR with quadriceps injury","5",2017,"Turf",0,0,0,0,0,0,1,0
"quadriceps ","2018-09-02","Chiefs",""," Keith Reaser","placed on IR with quadriceps injury","Offseason",2018,"Grass",0,0,0,0,0,0,1,0
"quadriceps ","2016-10-24","Packers",""," Jared Abbrederis","placed on IR with quadriceps injury","7",2016,"Grass",0,0,0,0,0,0,1,0
"quadriceps ","2019-11-27","Panthers",""," Dontari Poe","placed on IR with quadriceps injury","13",2019,"Grass",0,0,0,0,0,0,1,0
"quadriceps ","2016-08-30","Texans",""," Ka'imi Fairbairn","placed on IR with quadriceps injury","Offseason",2016,"Grass",0,0,0,0,0,0,1,0
"quadriceps ","2019-12-09","Jets",""," Kyron Brown","placed on IR with quadriceps injury","14",2019,"Turf",0,0,0,0,0,0,1,0
"quadriceps ","2021-09-02","Jaguars",""," Tavon Austin","placed on IR with quadriceps injury","Offseason",2021,"Grass",0,0,0,0,0,0,1,0
"quadriceps ","2020-11-13","Bills",""," Del'Shawn Phillips","placed on IR with quadriceps injury","10",2020,"Turf",0,0,0,0,0,0,1,0
"quadriceps ","2021-12-22","Panthers",""," Zane Gonzalez","placed on IR with quadriceps injury","15",2021,"Grass",0,0,0,0,0,0,1,0
"quadriceps ","2021-10-13","Washington",""," Darryl Roberts","placed on IR with quadriceps injury","6",2021,"Grass",0,0,0,0,0,0,1,0
"quadriceps ","2021-08-18","Dolphins",""," Jaytlin Askew","placed on IR with quadriceps injury","Offseason",2021,"Grass",0,0,0,0,0,0,1,0
"quadriceps ","2019-08-28","Panthers",""," Destiny Vaeao","placed on IR with quadriceps injury","Offseason",2019,"Grass",0,0,0,0,0,0,1,0
"quadriceps ","2017-11-14","Giants",""," Keenan Robinson","placed on IR with quadriceps injury","11",2017,"Turf",0,0,0,0,0,0,1,0
"quadriceps ","2020-08-11","Buccaneers",""," Travis Jonsen","placed on IR with quadriceps injury","Offseason",2020,"Grass",0,0,0,0,0,0,1,0
"quadriceps ","2020-10-05","Patriots",""," Sony Michel","placed on IR with quadriceps injury","4",2020,"Turf",0,0,0,0,0,0,1,0
"quadriceps ","2020-09-07","Jets",""," Jabari Zuniga","placed on IR with quadriceps injury","Offseason",2020,"Turf",0,0,0,0,0,0,1,0
"quadriceps ","2021-08-31","Patriots",""," Stephon Gilmore","placed on reserve/physically unable to perform list with quadriceps injury","Offseason",2021,"Turf",0,0,0,0,0,0,1,0
"quadriceps ","2017-08-11","Giants",""," Mykkele Thompson","placed on IR with quadriceps injury","Offseason",2017,"Turf",0,0,0,0,0,0,1,0
"quadriceps ","2016-10-24","Eagles",""," Ron Brooks (a)","placed on IR with quadriceps injury","7",2016,"Grass",0,0,0,0,0,0,1,0
"quadriceps ","2019-08-31","Bills",""," Senorise Perry","placed on IR with quadriceps injury","Offseason",2019,"Turf",0,0,0,0,0,0,1,0
"quadriceps ","2018-12-24","Texans",""," Kayvon Webster","placed on IR with quadriceps injury","16",2018,"Grass",0,0,0,0,0,0,1,0
"quadriceps ","2020-09-30","49ers",""," Mark Nzeocha","placed on IR with quadriceps injury","4",2020,"Grass",0,0,0,0,0,0,1,0
"quadriceps ","2021-08-18","Giants",""," Jarren Williams","placed on IR with quadriceps injury","Offseason",2021,"Turf",0,0,0,0,0,0,1,0
"quadriceps ","2015-12-25","Giants",""," James Morris (b)","placed on IR with quadriceps injury","16",2015,"Turf",0,0,0,0,0,0,1,0
"quadriceps ","2019-10-02","Chargers",""," Dontrelle Inman","placed on IR with quadriceps injury","5",2019,"Turf",0,0,0,0,0,0,1,0
"quadriceps ","2018-12-18","Giants",""," Antonio Hamilton","placed on IR with quadriceps injury","16",2018,"Turf",0,0,0,0,0,0,1,0
"quadriceps ","2016-09-03","Panthers",""," Ben Jacobs","placed on IR with quadriceps injury","Offseason",2016,"Grass",0,0,0,0,0,0,1,0
"quadriceps ","2021-10-19","Bears",""," Deon Bush","placed on IR with quadriceps injury","7",2021,"Grass",0,0,0,0,0,0,1,0
"quadriceps ","2021-10-07","Buccaneers",""," Carlton Davis","placed on IR with quadriceps injury","5",2021,"Grass",0,0,0,0,0,0,1,0
"quadriceps ","2016-06-17","Chiefs",""," Kenny Cook","placed on IR with quadriceps injury","Offseason",2016,"Grass",0,0,0,0,0,0,1,0
"quadriceps ","2016-11-05","Saints",""," James Laurinaitis","placed on IR with quadriceps injury","9",2016,"Turf",0,0,0,0,0,0,1,0
"quadriceps/thigh ","2021-11-16","Jets",""," Brandin Echols","placed on IR with quadriceps/thigh injury","11",2021,"Turf",0,0,0,0,0,0,1,0
"rib ","2015-10-20","Bills",""," Marquise Goodwin","placed on IR with rib injury","7",2015,"Turf",0,0,0,0,0,0,0,0
"rib ","2019-11-12","Lions",""," Kevin Strong","placed on IR with rib injury","11",2019,"Turf",0,0,0,0,0,0,0,0
"rib ","2020-10-03","Eagles",""," Trevor Williams","placed on IR with rib injury","4",2020,"Grass",0,0,0,0,0,0,0,0
"rib ","2016-07-30","Colts",""," Brian Tyms","placed on IR with rib injury","Offseason",2016,"Turf",0,0,0,0,0,0,0,0
"rib ","2016-01-02","Dolphins",""," Rishard Matthews","placed on IR with rib injury","17",2015,"Grass",0,0,0,0,0,0,0,0
"rib ","2015-09-02","Jets",""," Dashaun Phillips","placed on IR with rib injury","Offseason",2015,"Turf",0,0,0,0,0,0,0,0
"rib ","2020-10-20","Panthers",""," Juston Burris","placed on IR with rib injury","7",2020,"Grass",0,0,0,0,0,0,0,0
"rib ","2019-12-18","Cardinals",""," Tanner Vallejo","placed on IR with rib injury","16",2019,"Grass",0,0,0,0,0,0,0,0
"rib ","2018-12-05","Packers",""," Tra Carson","placed on IR with rib injury","14",2018,"Grass",0,0,0,0,0,0,0,0
"rib ","2017-09-03","Colts",""," Josh Ferguson","placed on IR with rib injury","Offseason",2017,"Turf",0,0,0,0,0,0,0,0
"rib ","2016-12-24","Ravens",""," Kamalei Correa","placed on IR with rib injury","16",2016,"Turf",0,0,0,0,0,0,0,0
"rib ","2020-09-19","Cowboys",""," Anthony Brown (Shaquille)","placed on IR with rib injury","2",2020,"Turf",0,0,0,0,0,0,0,0
"rib ","2020-10-05","Patriots",""," Cody Davis","placed on IR with rib injury","4",2020,"Turf",0,0,0,0,0,0,0,0
"rib ","2017-11-07","Giants",""," Nigel Harris","placed on IR with rib injury","10",2017,"Turf",0,0,0,0,0,0,0,0
"ribs ","2021-11-30","Giants",""," Darnay Holmes","placed on IR with ribs injury","13",2021,"Turf",0,0,0,0,0,0,0,0
"ribs, shoulder injuries","2021-10-16","Cardinals",""," Rodney Hudson","placed on IR with ribs, shoulder injuries","6",2021,"Grass",0,0,0,0,0,0,0,1
"right ankle ","2017-12-20","Buccaneers",""," O.J. Howard","placed on IR with right ankle injury","16",2017,"Grass",0,0,1,0,0,0,1,0
"right ankle ","2016-11-15","Bears",""," Kyle Long","placed on IR with right ankle injury","11",2016,"Grass",0,0,1,0,0,0,1,0
"right ankle ","2018-10-22","49ers",""," Adrian Colbert","placed on IR with right ankle injury","7",2018,"Grass",0,0,1,0,0,0,1,0
"right ankle, foot ","2015-12-30","Cowboys",""," Dez Bryant","placed on IR with right ankle, foot injury","17",2015,"Turf",0,0,1,1,0,0,1,0
"right biceps ","2018-10-23","Saints",""," Jay Bromley","placed on IR with right biceps injury","8",2018,"Turf",0,0,0,0,0,0,0,1
"right calf ","2021-10-09","Patriots",""," Trent Brown","placed on IR with right calf injury","5",2021,"Turf",0,0,0,0,0,0,1,0
"right calf ","2021-12-04","Bengals",""," Auden Tate","placed on IR with right calf injury","13",2021,"Turf",0,0,0,0,0,0,1,0
"right elbow ","2020-12-25","49ers",""," Nick Mullens","placed on IR with right elbow injury","16",2020,"Grass",0,0,0,0,0,0,0,1
"right foot ","2015-09-15","Packers",""," Sam Barrington","placed on IR with right foot injury","2",2015,"Grass",0,0,0,1,0,0,1,0
"right foot ","2021-08-08","Cardinals",""," Xavier Williams","placed on IR with right foot injury","Offseason",2021,"Grass",0,0,0,1,0,0,1,0
"right foot ","2018-11-03","Bears",""," Kyle Long","placed on IR with right foot injury","9",2018,"Grass",0,0,0,1,0,0,1,0
"right foot ","2017-12-22","Raiders",""," Donald Penn","placed on IR with right foot injury","16",2017,"Grass",0,0,0,1,0,0,1,0
"right foot ","2021-11-01","Titans",""," Derrick Henry","placed on IR with right foot injury","8",2021,"Grass",0,0,0,1,0,0,1,0
"right foot ","2020-12-02","Broncos",""," Bryce Callahan","placed on IR with right foot injury","12",2020,"Grass",0,0,0,1,0,0,1,0
"right foot ","2020-11-21","Bengals",""," Joe Mixon","placed on IR with right foot injury","11",2020,"Turf",0,0,0,1,0,0,1,0
"right groin ","2021-09-11","Titans",""," Sam Ficken","placed on IR with right groin injury","1",2021,"Grass",0,0,0,0,0,0,0,0
"right groin ","2019-10-05","Falcons",""," Matt Bosher","placed on IR with right groin injury","5",2019,"Turf",0,0,0,0,0,0,0,0
"right groin ","2019-12-07","Falcons",""," Matt Bosher","placed on IR with right groin injury","14",2019,"Turf",0,0,0,0,0,0,0,0
"right groin ","2018-12-28","Jaguars",""," Josh Lambo","placed on IR with right groin injury","17",2018,"Grass",0,0,0,0,0,0,0,0
"right hamstring ","2018-08-01","Patriots",""," Jordan Matthews","placed on IR with right hamstring injury","Offseason",2018,"Turf",0,0,0,0,0,0,1,0
"right hamstring ","2021-10-12","Bengals",""," Trae Waynes","placed on IR with right hamstring injury","6",2021,"Turf",0,0,0,0,0,0,1,0
"right hamstring ","2021-10-18","Vikings",""," Patrick Peterson","placed on IR with right hamstring injury","6",2021,"Turf",0,0,0,0,0,0,1,0
"right hamstring ","2018-10-06","Giants",""," Stacy Coley","placed on IR with right hamstring injury","5",2018,"Turf",0,0,0,0,0,0,1,0
"right hand ","2019-12-06","Bengals",""," Brandon Wilson","placed on IR with right hand injury","14",2019,"Turf",0,0,0,0,0,0,0,1
"right hand ","2016-08-27","Patriots",""," Frank Kearse","placed on IR with right hand injury","Offseason",2016,"Turf",0,0,0,0,0,0,0,1
"right high ankle sprain","2015-12-30","Bears",""," Eddie Goldman","placed on IR with right high ankle sprain","17",2015,"Grass",0,0,1,0,0,0,1,0
"right high ankle sprain","2020-09-23","Panthers",""," Christian McCaffrey","placed on IR with right high ankle sprain","3",2020,"Grass",0,0,1,0,0,0,1,0
"right hip ","2018-11-26","Cardinals",""," Phil Dawson","placed on IR with right hip injury","12",2018,"Grass",0,0,0,0,0,0,0,0
"right hip ","2021-10-16","Colts",""," Rodrigo Blankenship","placed on IR with right hip injury","6",2021,"Turf",0,0,0,0,0,0,0,0
"right hip ","2021-11-13","Lions",""," Austin Seibert","placed on IR with right hip injury","10",2021,"Turf",0,0,0,0,0,0,0,0
"right hip flexor ","2019-11-15","Eagles",""," Darren Sproles","placed on IR with right hip flexor injury","11",2019,"Grass",0,0,0,0,0,0,0,0
"right knee ","2017-11-23","Bears",""," Leonard Floyd (Cornilus)","placed on IR with right knee injury","12",2017,"Grass",0,0,0,0,0,0,1,0
"right knee ","2017-10-03","Saints",""," Zach Strief","placed on IR with right knee injury","5",2017,"Turf",0,0,0,0,0,0,1,0
"right knee ","2020-08-23","Buccaneers",""," T.J. Logan","placed on IR with right knee injury","Offseason",2020,"Grass",0,0,0,0,0,0,1,0
"right knee ","2021-09-15","Raiders",""," Gerald McCoy","placed on IR with right knee injury","2",2021,"Grass",0,0,0,0,0,0,1,0
"right knee ","2016-12-13","Jets",""," Marcus Gilchrist","placed on IR with right knee injury","15",2016,"Turf",0,0,0,0,0,0,1,0
"right knee ","2018-09-12","Panthers",""," Daryl Williams","placed on IR with right knee injury","2",2018,"Grass",0,0,0,0,0,0,1,0
"right knee ","2017-12-18","Colts",""," Jonathan Bostic / Jon Bostic (b)","placed on IR with right knee injury","15",2017,"Turf",0,0,0,0,0,0,1,0
"right knee ","2018-12-11","Eagles",""," Corey Clement","placed on IR with right knee injury","15",2018,"Grass",0,0,0,0,0,0,1,0
"right knee ","2018-11-13","Jaguars",""," Brandon Linder","placed on IR with right knee injury","11",2018,"Grass",0,0,0,0,0,0,1,0
"right knee ","2017-12-29","Cowboys",""," Tyron Smith","placed on IR with right knee injury","17",2017,"Turf",0,0,0,0,0,0,1,0
"right knee ","2021-10-13","Cardinals",""," Maxx Williams","placed on IR with right knee injury","6",2021,"Grass",0,0,0,0,0,0,1,0
"right knee ","2017-09-01","Buccaneers",""," Stevie Tu'ikolovatu","placed on IR with right knee injury","Offseason",2017,"Grass",0,0,0,0,0,0,1,0
"right knee ","2018-08-13","Washington",""," Robert Davis (Jamal)","placed on IR with right knee injury","Offseason",2018,"Grass",0,0,0,0,0,0,1,0
"right knee ","2019-10-30","Bengals",""," Ryan Glasgow","placed on IR with right knee injury","9",2019,"Turf",0,0,0,0,0,0,1,0
"right knee ","2018-08-20","Vikings",""," Ade Aruna","placed on IR with right knee injury","Offseason",2018,"Turf",0,0,0,0,0,0,1,0
"right knee ","2016-09-03","Panthers",""," Jordan Rigsbee","placed on IR with right knee injury","Offseason",2016,"Grass",0,0,0,0,0,0,1,0
"right knee ","2020-09-03","Cowboys",""," Mitch Hyatt","placed on IR with right knee injury","Offseason",2020,"Turf",0,0,0,0,0,0,1,0
"right knee ","2020-12-09","Rams",""," Jonah Williams (b. 1995-08-17)","placed on IR with right knee injury","13",2020,"Turf",0,0,0,0,0,0,1,0
"right knee ","2015-11-02","Steelers",""," Le'Veon Bell","placed on IR with right knee injury","8",2015,"Grass",0,0,0,0,0,0,1,0
"right knee ","2016-08-11","Lions",""," Ian Wells","placed on IR with right knee injury","Offseason",2016,"Turf",0,0,0,0,0,0,1,0
"right knee ","2016-09-12","Buccaneers",""," Jacquies Smith","placed on IR with right knee injury","1",2016,"Grass",0,0,0,0,0,0,1,0
"right knee ","2021-12-28","Jaguars",""," Logan Cooke","placed on IR with right knee injury","17",2021,"Grass",0,0,0,0,0,0,1,0
"right knee ","2017-08-01","Washington",""," Keith Marshall","placed on IR with right knee injury","Offseason",2017,"Grass",0,0,0,0,0,0,1,0
"right knee ","2018-09-02","Panthers",""," Matt Kalil","placed on IR with right knee injury","Offseason",2018,"Grass",0,0,0,0,0,0,1,0
"right knee ","2015-09-17","Panthers",""," Nate Chandler","placed on IR with right knee injury","2",2015,"Grass",0,0,0,0,0,0,1,0
"right leg ","2020-10-21","Lions",""," Julian Okwara","placed on IR with right leg injury","7",2020,"Turf",0,0,0,0,0,0,1,0
