"details","Date","Team","Acquired","Relinquished","Notes","week_num","nfl_year","Field","ACL","MCL","ankle","foot","toe","concussion","lower","upper"
"left knee ","2015-12-01","Bills",""," Kyle Williams (Derrick)","placed on IR with left knee injury","13",2015,"Turf",0,0,0,0,0,0,1,0
"left knee ","2015-08-24","Lions",""," Jordan Thompson (b. 1989-07-12)","placed on IR with left knee injury","Offseason",2015,"Turf",0,0,0,0,0,0,1,0
"left knee ","2019-12-10","Bengals",""," Auden Tate","placed on IR with left knee injury","15",2019,"Turf",0,0,0,0,0,0,1,0
"left knee ","2018-08-27","Jaguars",""," Marqise Lee","placed on IR with left knee injury","Offseason",2018,"Grass",0,0,0,0,0,0,1,0
"left knee ","2015-08-25","Jaguars",""," Brennan Williams","placed on IR with left knee injury","Offseason",2015,"Grass",0,0,0,0,0,0,1,0
"left knee ","2018-08-21","Vikings",""," Johnny Stanton","placed on IR with left knee injury","Offseason",2018,"Turf",0,0,0,0,0,0,1,0
"left knee ","2019-12-09","Colts",""," Adam Vinatieri","placed on IR with left knee injury","14",2019,"Turf",0,0,0,0,0,0,1,0
"left knee ","2016-09-24","Browns",""," Patrick Murray","placed on IR with left knee injury","3",2016,"Grass",0,0,0,0,0,0,1,0
"left knee ","2019-08-30","Panthers",""," Graham Gano","placed on IR with left knee injury","Offseason",2019,"Grass",0,0,0,0,0,0,1,0
"left knee ","2018-10-02","Rams",""," Dominique Easley","placed on IR with left knee injury","5",2018,"Turf",0,0,0,0,0,0,1,0
"left knee ","2021-09-14","Ravens",""," Tyre Phillips","placed on IR with left knee injury","2",2021,"Turf",0,0,0,0,0,0,1,0
"left knee ","2016-11-05","Steelers",""," Cody Wallace","placed on IR with left knee injury","9",2016,"Grass",0,0,0,0,0,0,1,0
"left knee ","2015-06-09","Titans",""," Brandon Harris (a)","placed on IR with left knee injury","Offseason",2015,"Grass",0,0,0,0,0,0,1,0
"left knee ","2017-12-26","Packers",""," Jason Spriggs","placed on IR with left knee injury","17",2017,"Grass",0,0,0,0,0,0,1,0
"left knee ","2018-12-19","Jets",""," Brandon Shell","placed on IR with left knee injury","16",2018,"Turf",0,0,0,0,0,0,1,0
"left knee ","2019-09-26","Bengals",""," Darius Phillips","placed on IR with left knee injury","4",2019,"Turf",0,0,0,0,0,0,1,0
"left knee ","2021-09-14","Dolphins",""," Raekwon Davis","placed on IR with left knee injury","2",2021,"Grass",0,0,0,0,0,0,1,0
"left leg ","2019-08-19","Panthers",""," Norman Price","placed on IR with left leg injury","Offseason",2019,"Grass",0,0,0,0,0,0,1,0
"left leg ","2016-09-03","Saints",""," Michael Hoomanawanui","placed on IR with left leg injury","Offseason",2016,"Turf",0,0,0,0,0,0,1,0
"left leg ","2019-12-03","Dolphins",""," Kalen Ballage","placed on IR with left leg injury","14",2019,"Grass",0,0,0,0,0,0,1,0
"left quadriceps ","2020-10-12","Bengals",""," D.J. Reader","placed on IR with left quadriceps injury","5",2020,"Turf",0,0,0,0,0,0,1,0
"left quadriceps ","2020-08-11","Patriots",""," Brandon King (b. 1993-06-08)","placed on reserve/physically unable to perform list with left quadriceps injury","Offseason",2020,"Turf",0,0,0,0,0,0,1,0
"left shoulder ","2021-12-14","Bengals",""," Darius Phillips","placed on IR with left shoulder injury","15",2021,"Turf",0,0,0,0,0,0,0,1
"left shoulder ","2015-11-21","49ers",""," Colin Kaepernick","placed on IR with left shoulder injury","11",2015,"Grass",0,0,0,0,0,0,0,1
"left shoulder ","2015-12-25","Cowboys",""," Tony Romo (Ramiro)","placed on IR with left shoulder injury","16",2015,"Turf",0,0,0,0,0,0,0,1
"left shoulder ","2018-11-13","Buccaneers",""," Shaun Wilson","placed on IR with left shoulder injury","11",2018,"Grass",0,0,0,0,0,0,0,1
"left shoulder ","2015-09-01","Browns",""," Michael Bowie","placed on IR with left shoulder injury","Offseason",2015,"Grass",0,0,0,0,0,0,0,1
"left shoulder ","2019-09-24","Buccaneers",""," Blaine Gabbert","placed on IR with left shoulder injury","4",2019,"Grass",0,0,0,0,0,0,0,1
"left shoulder ","2021-11-05","Giants",""," Dante Pettis","placed on IR with left shoulder injury","9",2021,"Turf",0,0,0,0,0,0,0,1
"left shoulder ","2017-12-15","Broncos",""," Trevor Siemian","placed on IR with left shoulder injury","15",2017,"Grass",0,0,0,0,0,0,0,1
"left shoulder ","2016-11-08","49ers",""," Arik Armstead","placed on IR with left shoulder injury","10",2016,"Grass",0,0,0,0,0,0,0,1
"left thumb ","2019-07-22","Patriots",""," Julian Edelman","placed on physically unable to perform list with left thumb injury (date approximate)","Offseason",2019,"Turf",0,0,0,0,0,0,0,1
"left thumb ","2016-08-29","Cowboys",""," Josh Thomas (b)","placed on IR with left thumb injury","Offseason",2016,"Turf",0,0,0,0,0,0,0,1
"left wrist ","2017-12-19","Broncos",""," Shane Ray","placed on IR with left wrist injury","16",2017,"Grass",0,0,0,0,0,0,0,1
"leg ","2021-09-08","Texans",""," Ka'imi Fairbairn","placed on IR with leg injury","Offseason",2021,"Grass",0,0,0,0,0,0,1,0
"leg ","2017-07-30","Vikings",""," Shaan Washington","placed on IR with leg injury","Offseason",2017,"Turf",0,0,0,0,0,0,1,0
"leg ","2017-08-14","Washington",""," Kendal Thompson","placed on IR with leg injury","Offseason",2017,"Grass",0,0,0,0,0,0,1,0
"leg ","2016-08-30","Cardinals",""," Elie Bouka","placed on IR with leg injury","Offseason",2016,"Grass",0,0,0,0,0,0,1,0
"leg ","2021-11-09","Texans",""," Scottie Phillips","placed on IR with leg injury","10",2021,"Grass",0,0,0,0,0,0,1,0
"leg ","2020-08-24","Colts",""," Ian Bunting","placed on IR with leg injury","Offseason",2020,"Turf",0,0,0,0,0,0,1,0
"leg ","2016-08-30","Texans",""," Kurtis Drummond","placed on IR with leg injury","Offseason",2016,"Grass",0,0,0,0,0,0,1,0
"leg ","2019-08-04","Seahawks",""," Tyrone Swoopes","placed on IR with leg injury","Offseason",2019,"Turf",0,0,0,0,0,0,1,0
"leg ","2016-08-23","Colts",""," Kevin Graf","placed on IR with leg injury","Offseason",2016,"Turf",0,0,0,0,0,0,1,0
"leg ","2018-09-01","Vikings",""," Tavarres King","placed on IR with leg injury","Offseason",2018,"Turf",0,0,0,0,0,0,1,0
"leg ","2016-05-24","Chargers",""," Matt Daniels","placed on IR with leg injury","Offseason",2016,"Turf",0,0,0,0,0,0,1,0
"leg ","2021-09-02","Buccaneers",""," John Molchon","placed on IR with leg injury","Offseason",2021,"Grass",0,0,0,0,0,0,1,0
"leg ","2021-09-07","Seahawks",""," Nigel Warrior","placed on IR with leg injury","Offseason",2021,"Turf",0,0,0,0,0,0,1,0
"leg ","2017-09-05","Raiders",""," Denver Kirkland","placed on IR with leg injury","Offseason",2017,"Grass",0,0,0,0,0,0,1,0
"leg ","2018-08-07","Titans",""," Nathan Palmer (b) / Nate Palmer","placed on IR with leg injury","Offseason",2018,"Grass",0,0,0,0,0,0,1,0
"leg ","2015-08-08","Saints",""," Jack Tabb","placed on IR with leg injury","Offseason",2015,"Turf",0,0,0,0,0,0,1,0
"leg ","2021-09-02","Raiders",""," Keisean Nixon","placed on IR with leg injury","Offseason",2021,"Grass",0,0,0,0,0,0,1,0
"leg ","2018-09-01","Rams",""," Kendal Thompson","placed on IR with leg injury","Offseason",2018,"Turf",0,0,0,0,0,0,1,0
"leg ","2019-09-01","Cardinals",""," Robert Alford","placed on IR with leg injury","Offseason",2019,"Grass",0,0,0,0,0,0,1,0
"leg ","2018-08-31","Ravens",""," Quincy Adeboyejo","placed on physically unable to perform list with leg injury","Offseason",2018,"Turf",0,0,0,0,0,0,1,0
"leg ","2016-09-08","Buccaneers",""," Mike James (b)","placed on IR with leg injury","1",2016,"Grass",0,0,0,0,0,0,1,0
"leg ","2019-12-31","Vikings",""," Armon Watts","placed on IR with leg injury","WildCard",2019,"Turf",0,0,0,0,0,0,1,0
"leg ","2017-09-03","Patriots",""," Woodrow Hamilton IV","placed on IR with leg injury","Offseason",2017,"Turf",0,0,0,0,0,0,1,0
"leg ","2018-08-21","Vikings",""," Cedrick Lang","placed on IR with leg injury","Offseason",2018,"Turf",0,0,0,0,0,0,1,0
"leg ","2017-12-26","Panthers",""," Damiere Byrd","placed on IR with leg injury","17",2017,"Grass",0,0,0,0,0,0,1,0
"leg ","2021-06-21","Broncos",""," Natrez Patrick","placed on IR with leg injury","Offseason",2021,"Grass",0,0,0,0,0,0,1,0
"leg ","2019-07-29","Buccaneers",""," Troy Niklas","placed on IR with leg injury","Offseason",2019,"Grass",0,0,0,0,0,0,1,0
"leg ","2019-08-31","Patriots",""," Malik Gant","placed on IR with leg injury","Offseason",2019,"Turf",0,0,0,0,0,0,1,0
"leg ","2021-08-17","Titans",""," Tedric Thompson","placed on IR with leg injury","Offseason",2021,"Grass",0,0,0,0,0,0,1,0
"leg ","2015-05-29","Ravens",""," Julian Wilson","placed on IR with leg injury","Offseason",2015,"Turf",0,0,0,0,0,0,1,0
"leg ","2018-01-10","Saints",""," Tony McDaniel","placed on IR with leg injury","Division",2017,"Turf",0,0,0,0,0,0,1,0
"leg ","2020-09-02","Vikings",""," Kenny Willekes","placed on IR with leg injury","Offseason",2020,"Turf",0,0,0,0,0,0,1,0
"leg ","2021-09-01","Lions",""," Dan Skipper","placed on IR with leg injury","Offseason",2021,"Turf",0,0,0,0,0,0,1,0
"leg ","2016-08-31","Vikings",""," Antone Exum Jr.","placed on IR with leg injury","Offseason",2016,"Turf",0,0,0,0,0,0,1,0
"leg ","2018-12-04","Bills",""," Russell Bodine","placed on IR with leg injury","14",2018,"Turf",0,0,0,0,0,0,1,0
"leg ","2019-08-10","Lions",""," Darius Kilgo","placed on IR with leg injury","Offseason",2019,"Turf",0,0,0,0,0,0,1,0
"leg ","2018-11-12","Broncos",""," Matt Paradis","placed on IR with leg injury","10",2018,"Grass",0,0,0,0,0,0,1,0
"leg / knee ","2018-11-13","Cardinals",""," Justin Pugh","placed on IR with leg / knee injury","11",2018,"Grass",0,0,0,0,0,0,1,0
"leg/foot ","2017-08-28","Giants",""," Adam Gettis","placed on IR with leg/foot injury","Offseason",2017,"Turf",0,0,0,1,0,0,1,0
"leg/knee ","2020-08-23","Buccaneers",""," John Franklin III","placed on IR with leg/knee injury","Offseason",2020,"Grass",0,0,0,0,0,0,1,0
"Lisfranc ","2021-09-28","Eagles",""," Isaac Seumalo","placed on IR with Lisfranc injury in foot","4",2021,"Grass",0,0,0,0,0,0,0,0
"Lisfranc ","2019-12-11","Saints",""," Marcus Davenport","placed on IR with Lisfranc injury in foot","15",2019,"Turf",0,0,0,0,0,0,0,0
"Lisfranc ","2019-09-10","Eagles",""," Malik Jackson (Barron)","placed on IR with Lisfranc injury in foot","2",2019,"Grass",0,0,0,0,0,0,0,0
"Lisfranc ","2017-09-27","Ravens",""," Brent Urban","placed on IR with Lisfranc injury in foot","4",2017,"Turf",0,0,0,0,0,0,0,0
"Lisfranc ","2021-08-24","Jaguars",""," Travis Etienne","placed on IR with Lisfranc injury in left foot","Offseason",2021,"Grass",0,0,0,0,0,0,0,0
"lisfranc sprain in foot","2016-10-05","Texans",""," Devon Still","placed on IR with lisfranc sprain in foot","5",2016,"Grass",0,0,0,1,0,0,1,0
"Lisfranc sprain in foot","2017-11-14","Washington",""," Will Compton","placed on IR with Lisfranc sprain in foot","11",2017,"Grass",0,0,0,1,0,0,1,0
"Lisfranc sprain in left foot","2017-10-19","Washington",""," Jonathan Allen","placed on IR with Lisfranc sprain in left foot","7",2017,"Grass",0,0,0,1,0,0,1,0
"Lisfranc tear in right foot","2015-09-29","Eagles",""," Andrew Gardner","placed on IR with Lisfranc tear in right foot","4",2015,"Grass",0,0,0,1,0,0,1,0
"lower body ","2018-12-28","Steelers",""," Chris Boswell","placed on IR with lower body injury","17",2018,"Grass",0,0,0,0,0,0,1,0
"lower body ","2020-08-26","Eagles",""," Robert Davis (Jamal)","placed on IR with lower body injury","Offseason",2020,"Grass",0,0,0,0,0,0,1,0
"lower leg ","2017-06-07","Ravens",""," Carlos Davis","placed on IR with lower leg injury","Offseason",2017,"Turf",0,0,0,0,0,0,1,0
"lower leg ","2016-11-29","Giants",""," Orleans Darkwa","placed on IR with lower leg injury","13",2016,"Turf",0,0,0,0,0,0,1,0
"lower leg ","2017-09-26","Lions",""," Joe Dahl","placed on IR with lower leg injury","4",2017,"Turf",0,0,0,0,0,0,1,0
"lower leg ","2019-08-26","Patriots",""," Maurice Harris","placed on IR with lower leg injury","Offseason",2019,"Turf",0,0,0,0,0,0,1,0
"lower leg ","2017-12-20","Buccaneers",""," J.R. Sweezy","placed on IR with lower leg injury","16",2017,"Grass",0,0,0,0,0,0,1,0
"lower lumbar disc herniation","2019-12-18","Eagles",""," Kamu Grugier-Hill","placed on IR with lower lumbar disc herniation","16",2019,"Grass",0,0,0,0,0,0,0,0
"lung contusion","2021-10-21","Texans",""," Terrence Brooks","placed on IR with lung contusion","7",2021,"Grass",0,0,0,0,0,0,0,0
"MCL ","2019-11-12","Rams",""," Brian Allen (b. 1995-10-11)","placed on IR with MCL injury in left knee","11",2019,"Turf",0,1,0,0,0,0,1,0
"neck ","2017-11-04","49ers",""," Pierre Garcon","placed on IR with neck injury","9",2017,"Grass",0,0,0,0,0,0,0,1
"neck ","2020-10-30","Vikings",""," Mike Hughes (b. 1997-02-11)","placed on IR with neck injury","8",2020,"Turf",0,0,0,0,0,0,0,1
"neck ","2018-10-24","Jets",""," Bilal Powell","placed on IR with neck injury","8",2018,"Turf",0,0,0,0,0,0,0,1
"neck ","2015-11-14","Seahawks",""," Ricardo Lockette","placed on IR with neck injury","10",2015,"Turf",0,0,0,0,0,0,0,1
"neck ","2017-09-01","Jets",""," Quincy Enunwa","placed on IR with neck injury","Offseason",2017,"Turf",0,0,0,0,0,0,0,1
"neck ","2018-10-31","Bills",""," Taiwan Jones (Asti Eric)","placed on IR with neck injury","9",2018,"Turf",0,0,0,0,0,0,0,1
"neck ","2020-09-07","Texans",""," Isaiah Coulter","placed on IR with neck injury","Offseason",2020,"Grass",0,0,0,0,0,0,0,1
"neck ","2019-10-08","Broncos",""," De'Vante Bausby / DeVante Bausby","placed on IR with neck injury","6",2019,"Grass",0,0,0,0,0,0,0,1
"neck ","2019-09-11","Jets",""," Quincy Enunwa","placed on IR with neck injury","2",2019,"Turf",0,0,0,0,0,0,0,1
"neck ","2020-01-03","Vikings",""," Mike Hughes (b. 1997-02-11)","placed on IR with neck injury","WildCard",2019,"Turf",0,0,0,0,0,0,0,1
"neck ","2021-08-31","Falcons",""," Matt Gono","placed on reserve/physically unable to perform list with neck injury","Offseason",2021,"Turf",0,0,0,0,0,0,0,1
"neck ","2017-12-14","Cardinals",""," Adrian Peterson (Lewis)","placed on IR with neck injury","15",2017,"Grass",0,0,0,0,0,0,0,1
"neck ","2021-12-30","Giants",""," Gary Brightwell","placed on IR with neck injury","17",2021,"Turf",0,0,0,0,0,0,0,1
"neck ","2019-08-27","Seahawks",""," Kalan Reed","placed on IR with neck injury","Offseason",2019,"Turf",0,0,0,0,0,0,0,1
"neck ","2019-11-09","Falcons",""," Ito Smith","placed on IR with neck injury","10",2019,"Turf",0,0,0,0,0,0,0,1
"neck ","2020-10-27","Cardinals",""," Isaiah Irving","placed on IR with neck injury","8",2020,"Grass",0,0,0,0,0,0,0,1
"neck ","2019-09-23","Panthers",""," Brandon Greene","placed on IR with neck injury","3",2019,"Grass",0,0,0,0,0,0,0,1
"neck ","2019-10-09","Chargers",""," Mike Pouncey","placed on IR with neck injury","6",2019,"Turf",0,0,0,0,0,0,0,1
"neck ","2019-11-06","Cardinals",""," Clinton McDonald","placed on IR with neck injury","10",2019,"Grass",0,0,0,0,0,0,0,1
"neck ","2018-07-26","Seahawks",""," Kam Chancellor","placed on reserve/physically unable to perform list with neck injury","Offseason",2018,"Turf",0,0,0,0,0,0,0,1
"neck ","2019-11-13","Cardinals",""," Zach Allen","placed on IR with neck injury","11",2019,"Grass",0,0,0,0,0,0,0,1
"neck ","2016-10-10","Dolphins",""," Koa Misi","placed on IR with neck injury","5",2016,"Grass",0,0,0,0,0,0,0,1
"neck ","2015-11-10","Washington",""," Kory Lichtensteiger","placed on IR with neck injury","10",2015,"Grass",0,0,0,0,0,0,0,1
"neck ","2016-12-27","Eagles",""," Ryan Mathews","placed on IR with neck injury","17",2016,"Grass",0,0,0,0,0,0,0,1
"neck ","2019-12-27","Washington",""," Montae Nicholson","placed on IR with neck injury","17",2019,"Grass",0,0,0,0,0,0,0,1
"neck ","2019-11-06","Jets",""," Rontez Miles","placed on IR with neck injury","10",2019,"Turf",0,0,0,0,0,0,0,1
"neck ","2019-08-31","Ravens",""," Tavon Young","placed on IR with neck injury","Offseason",2019,"Turf",0,0,0,0,0,0,0,1
"neck ","2015-10-14","Packers",""," Sean Richardson","placed on IR with neck injury","6",2015,"Grass",0,0,0,0,0,0,0,1
"neck ","2020-11-28","Buccaneers",""," A.Q. Shipley","placed on IR with neck injury","12",2020,"Grass",0,0,0,0,0,0,0,1
"neck ","2020-05-05","Jets",""," Quincy Enunwa","placed on reserve/physically unable to perform list with neck injury","Offseason",2020,"Turf",0,0,0,0,0,0,0,1
"neck ","2017-12-16","Seahawks",""," Kam Chancellor","placed on IR with neck injury","15",2017,"Turf",0,0,0,0,0,0,0,1
"neck ","2016-09-03","Bills",""," Blake Annen","placed on IR with neck injury","Offseason",2016,"Turf",0,0,0,0,0,0,0,1
"neck ","2017-12-29","Eagles",""," Joe Walker (b. 1992-12-11)","placed on IR with neck injury","17",2017,"Grass",0,0,0,0,0,0,0,1
"neck ","2019-11-01","Broncos",""," Joe Flacco","placed on IR with neck injury","9",2019,"Grass",0,0,0,0,0,0,0,1
"neck ","2017-12-26","Bills",""," Andre Holmes","placed on IR with neck injury","17",2017,"Turf",0,0,0,0,0,0,0,1
"neck ","2017-11-13","Jets",""," Ed Stinson","placed on IR with neck injury","10",2017,"Turf",0,0,0,0,0,0,0,1
"neck ","2020-12-31","Patriots",""," Tashawn Bower","placed on IR with neck injury","17",2020,"Turf",0,0,0,0,0,0,0,1
"neck ","2016-11-01","Bills",""," Aaron Williams (b)","placed on IR with neck injury","9",2016,"Turf",0,0,0,0,0,0,0,1
"neck ","2020-10-10","Cowboys",""," Tyron Smith","placed on IR with neck injury","5",2020,"Turf",0,0,0,0,0,0,0,1
"neck ","2018-11-14","Lions",""," T.J. Lang (John)","placed on IR with neck injury","11",2018,"Turf",0,0,0,0,0,0,0,1
"neck ","2021-08-17","Cowboys",""," Sewo Olonilua","placed on IR with neck injury","Offseason",2021,"Turf",0,0,0,0,0,0,0,1
"neck ","2019-09-23","Patriots",""," James Develin","placed on IR with neck injury","3",2019,"Turf",0,0,0,0,0,0,0,1
"neck ","2018-12-05","Lions",""," Jalen Reeves-Maybin","placed on IR with neck injury","14",2018,"Turf",0,0,0,0,0,0,0,1
"neck ","2020-09-25","Seahawks",""," Rasheem Green","placed on IR with neck injury","3",2020,"Turf",0,0,0,0,0,0,0,1
"neck ","2020-12-12","Cardinals",""," Johnathan Joseph","placed on IR with neck injury","14",2020,"Grass",0,0,0,0,0,0,0,1
"neck ","2018-12-05","Raiders",""," Shilique Calhoun","placed on IR with neck injury","14",2018,"Grass",0,0,0,0,0,0,0,1
"neck ","2017-10-20","Seahawks",""," Cliff Avril","placed on IR with neck injury","7",2017,"Turf",0,0,0,0,0,0,0,1
"neck ","2021-10-23","Raiders",""," Nick Bowers","placed on IR with neck injury","7",2021,"Grass",0,0,0,0,0,0,0,1
"neck ","2020-12-22","Jets",""," Harvey Langi","placed on IR with neck injury","16",2020,"Turf",0,0,0,0,0,0,0,1
"neck ","2016-09-03","Giants",""," Will Johnson (Christopher)","placed on IR with neck injury (""stinger"")","Offseason",2016,"Turf",0,0,0,0,0,0,0,1
"neck ","2020-12-19","Saints",""," Deonte Harris","placed on IR with neck injury","15",2020,"Turf",0,0,0,0,0,0,0,1
"neck ","2018-12-18","Colts",""," Skai Moore","placed on IR with neck injury","16",2018,"Turf",0,0,0,0,0,0,0,1
"neck ","2018-07-26","Browns",""," Ricardo Louis","placed on IR with neck injury","Offseason",2018,"Grass",0,0,0,0,0,0,0,1
"neck ","2020-09-04","Bills",""," Patrick DiMarco","placed on IR with neck injury","Offseason",2020,"Turf",0,0,0,0,0,0,0,1
"neck ","2018-09-01","Saints",""," Michael Hoomanawanui","placed on IR with neck injury","Offseason",2018,"Turf",0,0,0,0,0,0,0,1
"neck ","2016-12-28","Dolphins",""," Isa Abdul-Quddus","placed on IR with neck injury","17",2016,"Grass",0,0,0,0,0,0,0,1
"neck ","2020-12-08","Browns",""," Taywan Taylor","placed on IR with neck injury","13",2020,"Grass",0,0,0,0,0,0,0,1
"neck ","2021-12-28","Lions",""," Josh Woods","placed on IR with neck injury","17",2021,"Turf",0,0,0,0,0,0,0,1
"neck ","2020-09-03","Giants",""," Jaquarius Landrews","placed on IR with neck injury","Offseason",2020,"Turf",0,0,0,0,0,0,0,1
"neck ","2020-08-03","Jets"," Quincy Enunwa","","activated from reserve/physically unable to perform list with neck injury","Offseason",2020,"Turf",0,0,0,0,0,0,0,1
"neck ","2015-12-23","Raiders",""," Mario Edwards Jr.","placed on IR with neck injury","16",2015,"Grass",0,0,0,0,0,0,0,1
"neck ","2017-07-25","Dolphins",""," Koa Misi","placed on IR with neck injury","Offseason",2017,"Grass",0,0,0,0,0,0,0,1
"neck ","2018-09-26","Patriots",""," Rex Burkhead","placed on IR with neck injury","4",2018,"Turf",0,0,0,0,0,0,0,1
"neck ","2021-10-16","Seahawks",""," Chris Carson","placed on IR with neck injury","6",2021,"Turf",0,0,0,0,0,0,0,1
"neck ","2020-11-21","Jets",""," Blessuan Austin / Bless Austin","placed on IR with neck injury","11",2020,"Turf",0,0,0,0,0,0,0,1
"neck ","2017-08-04","Jaguars",""," I'Tavius Mathers","placed on IR with neck injury","Offseason",2017,"Grass",0,0,0,0,0,0,0,1
"neck ","2016-12-12","Colts",""," Clayton Geathers","placed on IR with neck injury","14",2016,"Turf",0,0,0,0,0,0,0,1
"neck ","2018-08-13","Vikings",""," Nick Easton","placed on IR with neck injury","Offseason",2018,"Turf",0,0,0,0,0,0,0,1
"neck ","2021-01-01","Eagles",""," Shaun Bradley","placed on IR with neck injury","17",2020,"Grass",0,0,0,0,0,0,0,1
"neck ","2022-01-05","Giants",""," Elerson Smith","placed on IR with neck injury","18",2021,"Turf",0,0,0,0,0,0,0,1
"neck ","2021-12-20","Giants",""," Daniel Jones","placed on IR with neck injury","15",2021,"Turf",0,0,0,0,0,0,0,1
"neck ","2015-12-02","Chiefs",""," Ben Grubbs","placed on IR with neck injury","13",2015,"Grass",0,0,0,0,0,0,0,1
"neck ","2016-12-15","Rams",""," Benny Cunningham","placed on IR with neck injury","15",2016,"Turf",0,0,0,0,0,0,0,1
"neck ","2019-09-01","Cowboys",""," Codey McElroy","placed on IR with neck injury","Offseason",2019,"Turf",0,0,0,0,0,0,0,1
"neck ","2015-12-08","Giants",""," Larry Donnell","placed on IR with neck injury","14",2015,"Turf",0,0,0,0,0,0,0,1
"neck ","2018-10-16","Browns",""," Rod Streater","placed on IR with neck injury","7",2018,"Grass",0,0,0,0,0,0,0,1
"neck ","2017-09-02","Colts",""," Clayton Geathers","placed on reserve/physically unable to perform list with neck injury","Offseason",2017,"Turf",0,0,0,0,0,0,0,1
"neck ","2018-11-03","Cardinals",""," John Wetzel","placed on IR with neck injury","9",2018,"Grass",0,0,0,0,0,0,0,1
"neck ","2017-12-05","Broncos",""," Derek Wolfe","placed on IR with neck injury","14",2017,"Grass",0,0,0,0,0,0,0,1
"neck, back ","2015-09-02","Cowboys",""," Kenneth Boatright","placed on IR with neck, back injury","Offseason",2015,"Turf",0,0,0,0,0,0,0,1
"neck, shoulder ","2017-09-01","Panthers",""," Teddy Williams","placed on IR with neck, shoulder injury","Offseason",2017,"Grass",0,0,0,0,0,0,0,1
"neck, wrist injuries","2017-12-06","Giants",""," Jonathan Casillas","placed on IR with neck, wrist injuries","14",2017,"Turf",0,0,0,0,0,0,0,1
"nerve ","2016-01-05","Washington",""," Kyshoen Jarrett","placed on IR with nerve injury in neck / right arm","WildCard",2015,"Grass",0,0,0,0,0,0,0,0
"oblique ","2020-11-07","Falcons",""," Jordan Miller (b. 1997-02-08)","placed on IR with oblique injury","9",2020,"Turf",0,0,0,0,0,0,0,0
"oblique ","2016-10-18","Seahawks",""," Garrison Smith","placed on IR with oblique injury","7",2016,"Turf",0,0,0,0,0,0,0,0
"oblique ","2018-09-02","Dolphins",""," Bryce Petty","placed on IR with oblique injury","Offseason",2018,"Grass",0,0,0,0,0,0,0,0
"partially separated shoulder","2021-09-28","Eagles",""," K'Von Wallace","placed on IR with partially separated shoulder","4",2021,"Grass",0,0,0,0,0,0,0,1
"partially torn pectoral muscle","2021-09-28","Rams",""," Justin Hollins","placed on IR with partially torn pectoral muscle","4",2021,"Turf",0,0,0,0,0,0,0,1
"partially torn rotator cuff in shoulder","2019-10-01","Panthers",""," Kawann Short","placed on IR with partially torn rotator cuff in shoulder","5",2019,"Grass",0,0,0,0,0,0,0,1
"patella ","2020-09-05","Chiefs",""," Martinas Rankin","placed on reserve/physically unable to perform list with patella injury in knee","Offseason",2020,"Grass",0,0,0,0,0,0,0,0
"patella tendon in right knee ","2021-08-21","Eagles",""," Jason Croom","placed on IR with patella tendon in right knee injury","Offseason",2021,"Grass",0,0,0,0,0,0,1,0
"pectoral ","2019-12-18","Raiders",""," Trent Brown","placed on IR with pectoral injury","16",2019,"Grass",0,0,0,0,0,0,0,1
"pectoral ","2020-12-14","Steelers",""," Matt Feiler","placed on IR with pectoral injury","14",2020,"Grass",0,0,0,0,0,0,0,1
"pectoral ","2019-08-28","Bills",""," Mike Love (b. 1994-01-22)","placed on IR with pectoral injury","Offseason",2019,"Turf",0,0,0,0,0,0,0,1
"pectoral ","2020-10-14","Bears",""," James Daniels (b. 1997-09-13)","placed on IR with pectoral injury","5",2020,"Grass",0,0,0,0,0,0,0,1
"pectoral ","2020-11-07","Bills",""," Matt Milano","placed on IR with pectoral injury","9",2020,"Turf",0,0,0,0,0,0,0,1
"pectoral ","2021-10-05","Washington",""," Jonathan Bostic / Jon Bostic (b)","placed on IR with pectoral injury","5",2021,"Grass",0,0,0,0,0,0,0,1
"pectoral ","2021-11-27","Steelers",""," J.C. Hassenauer","placed on IR with pectoral injury","12",2021,"Grass",0,0,0,0,0,0,0,1
"pectoral ","2020-10-03","Packers",""," Christian Kirksey","placed on IR with pectoral injury","4",2020,"Grass",0,0,0,0,0,0,0,1
"pectoral ","2021-10-09","Raiders",""," Derek Carrier","placed on IR with pectoral injury","5",2021,"Grass",0,0,0,0,0,0,0,1
"pectoral ","2020-12-17","Washington",""," Deshazor Everett","placed on IR with pectoral injury","15",2020,"Grass",0,0,0,0,0,0,0,1
"pectoral ","2021-12-18","Cardinals",""," Robert Alford","placed on IR with pectoral injury","15",2021,"Grass",0,0,0,0,0,0,0,1
"pectoral / shoulder ","2016-11-29","Falcons",""," Desmond Trufant","placed on IR with pectoral / shoulder injury","13",2016,"Turf",0,0,0,0,0,0,0,1
"pectoral muscle ","2016-09-21","49ers",""," Ray-Ray Armstrong / Ray Ray Armstrong","placed on IR with pectoral muscle injury","3",2016,"Grass",0,0,0,0,0,0,0,1
"pectoral muscle ","2018-09-02","Steelers",""," Keith Kelsey (b)","placed on IR with pectoral muscle injury","Offseason",2018,"Grass",0,0,0,0,0,0,0,1
"pectoral muscle ","2016-08-03","Bears",""," Brandon Boykin","placed on IR with pectoral muscle injury","Offseason",2016,"Grass",0,0,0,0,0,0,0,1
